id,name,sample,rep,B,Mg,P,S,K,Ca,Mn,Fe,Cu,Zn
386,werner,7,1,high,high,high,NA,high,NA,high,high,high,high
387,werner,7,2,high,high,high,NA,high,NA,high,high,high,high
388,werner,7,3,high,high,high,NA,high,NA,high,high,high,high
389,werner,8,1,high,high,high,NA,high,optimum,high,high,optimum,high
390,werner,8,2,high,high,high,NA,high,optimum,high,high,optimum,high
391,werner,8,3,high,high,high,NA,high,optimum,high,high,optimum,high
392,werner,9,1,high,high,high,optimum,high,NA,high,high,optimum,high
393,werner,9,2,high,high,high,optimum,high,NA,high,high,high,high
394,werner,9,3,high,high,high,optimum,high,NA,high,high,high,high
395,werner,10,1,high,high,high,low,high,NA,high,high,high,high
396,werner,10,2,high,high,high,low,high,NA,high,high,high,high
397,werner,10,3,high,high,high,optimum,high,NA,high,high,high,high
398,werner,11,1,high,high,high,low,high,NA,high,high,high,high
399,werner,11,2,high,high,high,low,high,NA,high,high,high,high
400,werner,11,3,high,high,high,low,high,NA,high,high,high,high
401,werner,12,1,high,high,high,NA,high,optimum,high,high,optimum,high
402,werner,12,2,high,high,high,NA,high,optimum,high,high,optimum,high
403,werner,12,3,high,high,high,NA,high,optimum,high,high,optimum,high
404,werner,13,1,high,high,high,NA,high,high,high,high,optimum,high
405,werner,13,2,high,high,high,low,high,high,high,high,high,high
406,werner,13,3,high,high,high,NA,high,high,high,high,optimum,high
407,werner,14,1,high,high,high,low,high,high,high,high,optimum,high
408,werner,14,2,high,high,high,low,high,high,high,high,optimum,high
409,werner,14,3,high,high,high,low,high,high,high,high,optimum,high
410,werner,15,1,high,high,high,optimum,high,high,high,high,optimum,high
411,werner,15,2,high,high,high,low,high,high,high,high,optimum,high
412,werner,15,3,high,high,high,optimum,high,high,high,high,optimum,high
413,werner,16,1,high,high,high,low,high,high,high,high,optimum,high
414,werner,16,2,high,high,high,low,high,high,high,high,optimum,high
415,werner,16,3,high,high,high,NA,high,high,high,high,optimum,high
416,werner,17,1,high,high,high,low,high,high,high,high,high,high
417,werner,17,2,high,high,high,low,high,high,high,high,high,high
418,werner,17,3,high,high,high,optimum,high,high,high,high,high,high
419,werner,18,1,high,high,high,high,high,NA,high,high,high,high
420,werner,18,2,high,high,high,high,high,NA,high,high,high,high
421,werner,18,3,high,high,high,high,high,NA,high,high,high,high
422,krm,1,1,high,high,high,high,high,NA,high,high,high,high
423,krm,1,2,high,high,high,high,high,NA,high,high,high,high
424,krm,1,3,high,high,high,high,high,NA,high,high,high,high
425,krm,2,1,high,high,high,high,high,NA,high,high,high,high
426,krm,2,2,high,high,high,high,high,NA,high,high,high,high
427,krm,2,3,high,high,high,high,high,NA,high,high,high,high
428,krm,3,1,high,high,high,high,high,high,high,high,high,high
429,krm,3,2,high,high,high,high,high,high,high,high,high,high
430,krm,3,3,high,high,high,high,high,high,high,high,high,high
431,krm,4,1,high,high,high,low,high,NA,high,high,high,high
432,krm,4,2,high,high,high,low,high,NA,high,high,high,high
433,krm,4,3,high,high,high,low,high,NA,high,high,high,high
434,krm,5,1,high,high,high,high,high,NA,high,high,high,high
435,krm,5,2,high,high,high,high,high,NA,high,high,high,high
436,krm,5,3,high,high,high,high,high,NA,high,high,high,high
437,krm,6,1,high,high,high,low,high,high,high,high,high,high
438,krm,6,2,high,high,high,low,high,high,high,high,high,high
439,krm,6,3,high,high,high,low,high,high,high,high,high,high
440,krm,7,1,high,high,high,high,high,NA,high,high,high,high
441,krm,7,2,high,high,high,high,high,NA,high,high,high,high
442,krm,7,3,high,high,high,high,high,NA,high,high,high,high
443,krm,8,1,high,high,high,high,high,NA,high,high,high,high
444,krm,8,2,high,high,high,high,high,high,high,high,high,high
445,krm,8,3,high,high,high,high,high,NA,high,high,high,high
446,krm,9,1,high,high,high,high,high,NA,high,high,high,high
447,krm,9,2,high,high,high,high,high,NA,high,high,high,high
448,krm,9,3,high,high,high,high,high,NA,high,high,high,high
449,krm,10,1,high,high,high,high,high,high,high,high,high,high
450,krm,10,2,high,high,high,high,high,NA,high,high,high,high
451,krm,10,3,high,high,high,high,high,NA,high,high,high,high
452,krm,11,1,high,high,high,high,high,NA,high,high,high,high
453,krm,11,2,high,high,high,optimum,high,NA,high,high,high,optimum
454,krm,11,3,high,high,high,high,high,NA,high,high,high,high
455,krm,12,1,high,high,high,high,high,NA,high,high,high,high
456,krm,12,2,high,high,high,high,high,NA,high,high,high,high
457,krm,12,3,high,high,high,high,high,NA,high,high,high,high
458,krm,13,1,high,high,high,low,high,high,high,high,high,high
459,krm,13,2,high,high,high,low,high,high,high,high,high,high
460,krm,13,3,high,high,high,low,high,high,high,high,high,high
461,krm,14,1,high,high,high,high,high,high,high,high,high,high
462,krm,14,2,high,high,high,high,high,high,high,high,high,high
463,krm,14,3,high,high,high,high,high,high,high,high,high,high
464,krm,15,1,high,high,high,high,high,NA,high,high,high,high
465,krm,15,2,high,high,high,high,high,NA,high,high,high,high
466,krm,15,3,high,high,high,high,high,NA,high,high,high,high
467,krm,16,1,high,high,high,high,high,NA,high,high,high,high
468,krm,16,2,high,high,high,high,high,NA,high,high,high,high
469,krm,16,3,high,high,high,high,high,NA,high,high,high,high
470,c15,1,1,high,high,high,NA,high,high,high,high,optimum,high
471,c15,1,2,NA,high,high,NA,high,high,high,high,NA,high
472,c15,1,3,NA,high,high,NA,high,high,high,high,NA,high
473,c15,2,1,NA,high,high,NA,high,high,high,high,NA,optimum
474,c15,2,2,NA,high,high,NA,high,high,high,high,NA,high
475,c15,2,3,NA,high,high,NA,high,high,high,high,NA,optimum
476,c15,3,1,NA,optimum,high,NA,low,high,high,high,NA,optimum
477,c15,3,2,NA,high,high,NA,high,high,high,high,NA,optimum
478,c15,3,3,NA,optimum,high,NA,low,high,high,high,NA,optimum
479,c15,4,1,NA,high,high,NA,high,high,high,high,NA,optimum
480,c15,4,2,NA,optimum,high,NA,high,high,high,high,NA,optimum
481,c15,4,3,NA,optimum,high,NA,optimum,high,high,high,NA,optimum
482,c15,5,1,NA,high,high,NA,high,high,high,high,NA,optimum
483,c15,5,2,NA,optimum,high,NA,high,high,high,high,NA,optimum
484,c15,5,3,NA,high,high,NA,high,high,high,high,NA,optimum
485,c15,6,1,NA,high,high,NA,high,high,high,high,NA,optimum
486,c15,6,2,NA,high,high,NA,high,high,high,high,NA,optimum
487,c15,6,3,NA,high,high,NA,high,high,high,high,NA,optimum
488,c15,7,1,NA,high,high,NA,high,high,high,high,NA,optimum
489,c15,7,2,NA,optimum,high,NA,optimum,high,high,high,NA,optimum
490,c15,7,3,NA,optimum,high,NA,high,high,high,high,NA,optimum
491,c15,8,1,NA,high,high,NA,high,high,high,high,NA,optimum
492,c15,8,2,NA,high,high,NA,high,high,high,high,NA,optimum
493,c15,8,3,NA,high,high,NA,high,high,high,high,NA,optimum
494,c15,9,1,NA,high,high,NA,high,high,high,high,NA,optimum
495,c15,9,2,NA,high,high,NA,high,high,high,high,NA,optimum
496,c15,9,3,NA,high,high,NA,optimum,high,high,high,NA,optimum
497,c15,10,1,NA,high,high,NA,high,high,high,high,NA,optimum
498,c15,10,2,NA,high,high,NA,high,high,high,high,NA,optimum
499,c15,10,3,NA,high,high,NA,high,high,high,high,NA,optimum
500,c15,11,1,NA,high,high,NA,high,high,high,high,NA,optimum
501,c15,11,2,NA,high,high,NA,high,high,high,high,NA,optimum
502,c15,11,3,NA,high,high,NA,optimum,optimum,high,high,NA,optimum
503,c15,12,1,NA,high,high,NA,high,high,high,high,NA,optimum
504,c15,12,2,NA,high,high,NA,high,high,high,high,NA,optimum
505,c15,12,3,NA,high,high,NA,high,high,high,high,NA,optimum
506,c15,13,1,NA,high,high,NA,high,high,high,high,NA,optimum
507,c15,13,2,NA,high,high,NA,high,high,high,high,NA,optimum
508,c15,13,3,NA,high,high,NA,high,high,high,high,NA,optimum
509,c15,14,1,NA,high,high,NA,high,high,high,high,NA,optimum
510,c15,14,2,NA,high,high,NA,high,high,high,high,NA,optimum
511,c15,14,3,NA,high,high,NA,high,high,high,high,NA,optimum
512,c15,15,1,NA,high,high,NA,high,high,high,high,NA,optimum
513,c15,15,2,NA,high,high,NA,high,high,high,high,NA,optimum
514,c15,15,3,NA,high,high,NA,high,high,high,high,NA,optimum
515,c15,17,1,NA,high,high,NA,high,high,high,high,NA,optimum
516,c15,17,2,NA,high,high,NA,high,high,high,high,NA,optimum
517,c15,18,1,NA,high,high,NA,high,high,high,high,NA,optimum
518,c15,18,2,NA,high,high,NA,high,high,high,high,NA,optimum
519,c15,18,3,NA,high,high,NA,high,high,high,high,NA,optimum
520,c15,19,1,NA,high,high,NA,high,high,high,high,NA,optimum
521,c15,19,2,NA,high,high,NA,high,high,high,high,NA,optimum
522,c15,19,3,NA,high,high,NA,high,high,high,high,NA,optimum
523,c15,20,1,NA,high,high,NA,high,high,high,high,NA,optimum
524,c15,20,2,NA,high,high,NA,high,high,high,high,NA,optimum
525,c15,20,3,NA,high,high,NA,high,high,high,high,NA,optimum
526,c15,21,1,NA,high,high,NA,high,high,high,high,NA,optimum
527,c15,21,2,NA,high,high,NA,high,high,high,high,NA,optimum
528,c15,21,3,NA,high,high,NA,high,high,high,high,NA,optimum
529,c15,22,1,NA,high,high,NA,high,high,high,high,NA,optimum
530,c15,22,2,NA,high,high,NA,high,high,high,high,NA,optimum
531,c15,22,3,NA,high,high,NA,high,high,high,high,NA,optimum
532,c15,23,1,NA,high,high,NA,high,high,high,high,NA,optimum
533,c15,23,2,NA,high,high,NA,high,high,high,high,NA,optimum
534,c15,23,3,NA,high,high,NA,high,high,high,high,NA,optimum
535,c15,24,1,NA,high,high,NA,high,high,high,high,NA,optimum
536,c15,24,2,NA,high,high,NA,high,high,high,high,NA,optimum
537,c15,24,3,NA,high,high,NA,high,high,high,high,NA,optimum
538,c15,25,1,NA,high,high,NA,high,high,high,high,NA,optimum
539,c15,25,2,NA,high,high,NA,high,high,high,high,NA,optimum
540,c15,25,3,NA,high,high,NA,high,high,high,high,NA,optimum
541,c15,26,1,NA,high,high,NA,high,high,high,high,NA,optimum
542,c15,26,2,NA,high,high,NA,high,high,high,high,NA,optimum
543,c15,26,3,NA,high,high,NA,high,high,high,high,NA,optimum
544,c15,27,1,NA,high,high,NA,high,high,high,high,NA,optimum
545,c15,27,2,NA,high,high,NA,high,high,high,high,NA,optimum
546,c15,27,3,NA,high,high,NA,high,high,high,high,NA,optimum
547,c15,28,1,NA,high,high,NA,high,high,high,high,NA,optimum
548,c15,28,2,NA,high,high,NA,high,optimum,high,high,NA,optimum
549,c15,28,3,NA,high,high,NA,high,high,high,high,NA,optimum
550,c15,29,1,NA,high,high,NA,high,high,high,high,NA,optimum
551,c15,29,2,NA,high,high,NA,high,high,high,high,NA,optimum
552,c15,29,3,NA,high,high,NA,high,high,high,high,NA,optimum
553,c15,31,1,NA,high,high,NA,high,high,high,high,NA,optimum
554,c15,31,2,NA,high,high,NA,high,high,high,high,NA,optimum
555,c15,32,1,NA,high,high,NA,high,high,high,high,NA,optimum
556,c15,32,2,NA,high,high,NA,high,high,high,high,NA,optimum
557,c15,32,3,NA,high,high,NA,high,high,high,high,NA,optimum
558,c15,33,1,NA,high,high,NA,high,high,high,high,NA,optimum
559,c15,33,2,NA,high,high,NA,high,high,high,high,NA,optimum
560,c15,33,3,NA,high,high,NA,high,high,high,high,NA,optimum
561,c15,34,1,NA,optimum,high,NA,high,optimum,high,high,NA,optimum
562,c15,34,2,NA,high,high,NA,high,optimum,high,high,NA,optimum
563,c15,34,3,NA,high,high,NA,high,optimum,high,high,NA,optimum
564,c15,35,1,NA,high,high,NA,high,optimum,high,high,NA,optimum
565,c15,35,2,NA,high,high,NA,high,high,high,high,NA,optimum
566,c15,35,3,NA,high,low,NA,high,high,high,high,NA,optimum
567,c15,36,1,NA,optimum,low,NA,high,optimum,high,high,NA,optimum
568,c15,36,2,NA,high,optimum,NA,high,optimum,high,high,NA,optimum
569,c15,36,3,NA,high,high,NA,high,optimum,high,high,NA,optimum
570,c15,37,1,NA,high,optimum,NA,high,high,high,high,NA,optimum
571,c15,37,2,NA,high,high,NA,high,high,high,high,NA,optimum
572,c15,37,3,NA,NA,NA,NA,NA,high,high,high,NA,optimum
573,c15,38,1,NA,high,high,NA,high,high,high,high,NA,optimum
574,c15,38,2,NA,optimum,high,NA,high,optimum,high,high,NA,optimum
575,c15,38,3,NA,high,high,NA,high,high,high,high,NA,optimum
576,c15,39,1,NA,high,high,NA,high,high,high,high,NA,optimum
577,c15,40,1,NA,high,low,NA,high,high,high,high,NA,high
578,c15,40,2,NA,NA,NA,NA,high,high,high,high,NA,high
579,c15,41,1,NA,high,high,NA,high,high,high,high,NA,high
580,c15,41,2,NA,high,high,NA,high,high,high,high,NA,high
581,c15,41,3,NA,high,high,NA,high,high,high,high,NA,high
582,c15,42,1,NA,high,NA,NA,high,high,high,high,NA,optimum
583,c15,42,2,NA,high,high,NA,high,high,high,high,NA,optimum
584,c15,42,3,NA,high,high,NA,high,high,high,high,NA,optimum
585,c15,43,1,NA,high,NA,NA,high,high,high,high,NA,optimum
586,c15,43,2,NA,high,low,NA,high,high,high,high,NA,optimum
587,c15,43,3,NA,high,NA,NA,high,high,high,high,NA,optimum
588,c15,44,1,NA,high,NA,NA,high,high,high,high,NA,optimum
589,c15,44,2,NA,high,NA,NA,high,high,high,high,NA,optimum
590,c15,44,3,NA,high,NA,NA,high,high,high,high,NA,optimum
591,c21,1,1,NA,high,high,NA,high,high,high,high,NA,optimum
592,c21,1,2,NA,high,high,NA,high,high,high,high,NA,optimum
593,c21,1,3,NA,high,high,NA,high,high,high,high,NA,optimum
594,c21,2,1,NA,high,high,NA,high,high,high,high,NA,optimum
595,c21,2,2,NA,high,high,NA,high,high,high,high,NA,optimum
596,c21,2,3,NA,high,high,NA,high,high,high,high,NA,optimum
597,c21,3,1,NA,high,high,NA,high,high,high,high,NA,optimum
598,c21,3,2,NA,high,high,NA,high,high,high,high,NA,optimum
599,c21,3,3,NA,NA,NA,NA,NA,low,high,high,NA,NA
600,c21,4,1,NA,high,high,NA,high,high,high,high,NA,optimum
601,c21,4,2,NA,high,high,NA,high,high,high,high,NA,optimum
602,c21,4,3,NA,high,high,NA,high,high,high,high,NA,optimum
603,c21,5,1,NA,high,high,NA,high,high,high,high,NA,optimum
604,c21,5,2,NA,NA,NA,NA,NA,low,high,high,NA,NA
605,c21,5,3,NA,high,high,NA,high,high,high,high,NA,optimum
606,c21,6,1,NA,high,high,NA,high,high,high,high,NA,optimum
607,c21,6,2,NA,high,high,NA,high,high,high,high,NA,optimum
608,c21,6,3,NA,high,high,NA,high,high,high,high,NA,optimum
609,c21,7,1,NA,high,high,NA,high,high,high,high,NA,optimum
610,c21,7,2,NA,high,high,NA,high,high,high,high,NA,optimum
611,c21,7,3,NA,high,high,NA,high,high,high,high,NA,optimum
612,c21,8,1,NA,high,high,NA,high,high,high,high,NA,optimum
613,c21,8,2,NA,high,high,NA,high,high,high,high,NA,optimum
614,c21,8,3,NA,high,high,NA,high,high,high,high,NA,optimum
615,c21,9,1,NA,high,high,NA,high,high,high,high,NA,optimum
616,c21,9,2,NA,high,high,NA,high,high,high,high,NA,optimum
617,c21,9,3,NA,high,high,NA,high,high,high,high,NA,optimum
618,c21,10,1,NA,high,high,NA,high,high,high,high,NA,optimum
619,c21,10,2,NA,high,high,NA,high,high,high,high,NA,optimum
620,c21,10,3,NA,high,high,NA,high,high,high,high,NA,optimum
621,c21,11,1,NA,high,high,NA,high,high,high,high,NA,optimum
622,c21,11,2,NA,high,high,NA,high,high,high,high,NA,optimum
623,c21,11,3,NA,high,high,NA,high,high,high,high,NA,optimum
624,c21,12,1,NA,high,high,NA,high,high,high,high,NA,optimum
625,c21,12,2,NA,high,high,NA,high,high,high,high,NA,optimum
626,c21,12,3,NA,high,high,NA,high,high,high,high,NA,optimum
627,c21,13,1,NA,high,high,NA,high,high,high,high,NA,optimum
628,c21,13,2,NA,high,high,NA,high,high,high,high,NA,optimum
629,c21,13,3,NA,high,high,NA,high,high,high,high,NA,optimum
630,c21,14,1,NA,high,high,NA,high,high,high,high,NA,optimum
631,c21,14,2,NA,high,high,NA,high,high,high,high,NA,optimum
632,c21,14,3,NA,high,high,NA,high,high,high,high,NA,optimum
633,c21,15,1,NA,high,high,NA,high,high,high,high,NA,optimum
634,c21,15,2,NA,high,high,NA,high,high,high,high,NA,optimum
635,c21,15,3,NA,high,high,high,high,high,high,high,NA,optimum
636,c21,16,1,NA,high,high,optimum,high,high,high,high,NA,optimum
637,c21,17,1,NA,high,high,high,high,high,high,high,NA,optimum
638,c21,17,2,NA,high,high,high,high,high,high,high,NA,optimum
639,c21,17,3,NA,high,high,high,high,high,high,high,NA,optimum
640,c21,18,1,NA,high,high,low,high,high,high,high,NA,optimum
641,c21,18,2,NA,high,high,optimum,high,high,high,high,NA,optimum
642,c21,18,3,NA,high,high,optimum,high,high,high,high,NA,optimum
643,c21,19,1,NA,high,high,low,high,high,high,high,NA,optimum
644,c21,19,2,NA,high,high,low,high,high,high,high,NA,optimum
645,c21,19,3,NA,high,high,optimum,high,high,high,high,NA,optimum
646,c21,20,1,NA,high,high,low,high,high,high,high,NA,optimum
647,c21,20,2,NA,high,high,low,high,high,high,high,NA,optimum
648,c21,20,3,NA,high,high,low,high,high,high,high,NA,optimum
649,c21,21,1,NA,high,low,NA,high,high,high,high,NA,optimum
650,c21,21,2,NA,high,optimum,NA,high,high,high,high,NA,optimum
651,c21,21,3,NA,high,optimum,NA,high,high,high,high,NA,optimum
652,c21,22,1,NA,high,high,NA,high,high,high,high,NA,optimum
653,c21,22,2,NA,high,low,NA,high,high,high,high,NA,optimum
654,c21,22,3,NA,high,NA,NA,high,high,high,high,NA,optimum
655,c21,23,1,NA,high,NA,NA,high,high,high,high,NA,optimum
656,c21,23,2,NA,high,high,NA,high,high,high,high,NA,optimum
657,c21,23,3,NA,high,high,NA,high,high,high,high,NA,optimum
658,c21,24,1,NA,high,NA,NA,high,high,high,high,NA,optimum
659,c21,24,2,NA,high,optimum,NA,high,high,high,high,NA,optimum
660,c21,24,3,NA,high,high,NA,high,high,high,high,NA,optimum
661,c21,25,1,NA,NA,NA,NA,high,high,high,high,NA,high
662,c21,25,2,NA,optimum,NA,NA,high,high,high,high,NA,high
663,c21,25,3,NA,NA,NA,NA,high,high,high,high,NA,high
664,c21,26,1,NA,NA,NA,NA,high,high,high,high,NA,high
665,c21,26,2,NA,NA,NA,NA,high,high,high,high,NA,high
666,c21,26,3,NA,NA,NA,NA,high,high,high,high,NA,high
667,c21,27,1,NA,NA,NA,NA,high,high,high,high,NA,optimum
668,c21,27,2,NA,NA,NA,NA,high,high,high,high,NA,optimum
669,c21,27,3,NA,NA,NA,NA,high,high,high,high,NA,optimum
670,c21,28,1,NA,optimum,NA,NA,high,high,high,high,NA,optimum
671,c21,28,2,NA,optimum,NA,NA,high,high,high,high,NA,optimum
672,c21,28,3,NA,low,NA,NA,high,high,high,high,NA,optimum
673,c21,29,1,NA,NA,NA,NA,high,high,high,high,NA,optimum
674,c21,29,2,NA,NA,NA,NA,high,high,high,high,NA,optimum
675,c21,29,3,NA,NA,NA,NA,high,high,high,high,NA,optimum
676,c21,30,1,NA,NA,NA,NA,high,high,high,high,NA,optimum
677,c21,30,2,NA,NA,NA,NA,high,high,high,high,NA,optimum
678,c21,30,3,NA,NA,NA,NA,high,high,high,high,NA,optimum
679,c21,31,1,NA,NA,NA,NA,high,high,high,high,NA,optimum
680,c21,31,2,NA,NA,NA,NA,high,high,high,high,NA,optimum
681,c21,31,3,NA,optimum,high,NA,high,high,high,high,NA,optimum
682,c21,32,1,NA,NA,NA,NA,high,high,high,high,NA,optimum
683,c21,32,2,NA,NA,NA,NA,high,high,high,high,NA,optimum
684,c21,32,3,NA,NA,NA,NA,high,high,high,high,NA,optimum
685,c21,33,1,NA,low,NA,NA,high,high,high,high,NA,optimum
686,c21,33,2,NA,NA,NA,NA,high,high,high,high,NA,optimum
687,c21,33,3,NA,NA,NA,NA,high,high,high,high,NA,optimum
688,c21,34,1,NA,NA,NA,NA,high,high,high,high,NA,optimum
689,c21,34,2,NA,NA,NA,NA,high,high,high,high,NA,optimum
690,c21,34,3,NA,NA,NA,NA,high,high,high,high,NA,optimum
691,c21,35,1,NA,NA,NA,NA,high,high,high,high,NA,optimum
692,c21,35,2,NA,NA,NA,NA,high,high,high,high,NA,optimum
693,c21,35,3,NA,NA,NA,NA,high,high,high,high,NA,optimum
694,c21,36,1,NA,NA,NA,NA,high,high,high,high,NA,optimum
695,c21,36,2,NA,NA,NA,NA,high,high,high,high,NA,optimum
696,c21,36,3,NA,NA,NA,NA,high,high,high,high,NA,optimum
697,c21,37,1,NA,NA,NA,NA,high,high,high,high,NA,optimum
698,c21,37,2,NA,NA,NA,NA,high,high,high,high,NA,optimum
699,c21,37,3,NA,NA,NA,NA,high,high,high,high,NA,optimum
700,c21,38,1,NA,NA,NA,NA,high,high,high,high,NA,optimum
701,c21,38,2,NA,NA,NA,NA,high,high,high,high,NA,optimum
702,c21,38,3,NA,NA,NA,NA,high,high,high,high,NA,optimum
703,c21,39,1,NA,NA,NA,NA,high,high,high,high,NA,optimum
704,c21,39,2,NA,low,NA,NA,high,high,high,high,NA,optimum
705,c21,39,3,NA,optimum,NA,NA,high,high,high,high,NA,optimum
706,c21,40,1,NA,NA,NA,NA,high,high,high,high,NA,optimum
707,c21,40,2,NA,NA,NA,NA,high,high,high,high,NA,optimum
708,c21,40,3,NA,NA,NA,NA,high,high,high,high,NA,optimum
709,c21,41,1,NA,high,high,NA,high,high,high,high,NA,optimum
710,c21,41,2,NA,high,high,NA,high,high,high,high,NA,optimum
711,c21,41,3,NA,high,high,NA,high,high,high,high,NA,optimum
712,c21,42,1,NA,high,high,NA,high,high,high,high,NA,optimum
713,c21,42,2,NA,high,high,NA,high,high,high,high,NA,optimum
714,c21,42,3,NA,high,high,NA,high,high,high,high,NA,optimum
715,c21,43,1,NA,high,high,NA,high,high,high,high,NA,optimum
716,c21,43,2,NA,high,high,NA,high,high,high,high,NA,optimum
717,c21,43,3,NA,high,high,NA,high,high,high,high,NA,optimum
718,c21,44,1,NA,high,high,NA,high,high,high,high,NA,optimum
719,c21,44,2,NA,high,high,NA,high,high,high,high,NA,optimum
720,c21,44,3,NA,high,high,NA,high,high,high,high,NA,optimum
721,c21,45,1,NA,high,high,NA,high,high,high,high,NA,optimum
722,c21,45,2,NA,high,high,NA,high,high,high,high,NA,optimum
723,c21,45,3,NA,high,high,NA,high,optimum,high,high,NA,optimum
724,c21,46,1,NA,high,high,NA,high,optimum,high,high,NA,optimum
725,c21,46,2,NA,high,high,NA,high,high,high,high,NA,optimum
726,c21,46,3,NA,high,high,NA,high,high,high,high,NA,optimum
727,c21,47,1,NA,high,high,NA,high,optimum,high,high,NA,optimum
728,c21,47,2,NA,high,high,NA,high,optimum,high,high,NA,optimum
729,c21,47,3,NA,high,high,NA,high,optimum,high,high,NA,optimum
730,c21,48,1,NA,high,high,NA,high,high,high,high,NA,optimum
731,c21,48,2,NA,high,high,NA,high,high,high,high,NA,optimum
732,c21,48,3,high,high,high,NA,high,high,high,high,NA,optimum
733,c28,1,1,NA,high,high,NA,high,high,high,high,NA,high
734,c28,1,2,NA,high,high,NA,high,high,high,high,NA,high
735,c28,1,3,NA,high,high,NA,high,high,high,high,NA,high
736,c28,2,1,NA,high,high,NA,high,high,high,high,NA,high
737,c28,2,2,NA,high,high,NA,high,high,high,high,NA,high
738,c28,2,3,NA,high,high,NA,high,high,high,high,NA,high
739,c28,3,1,NA,high,high,NA,high,high,high,high,NA,high
740,c28,3,2,NA,high,high,NA,high,high,high,high,NA,high
741,c28,3,3,NA,high,high,NA,high,high,high,high,NA,high
742,c28,4,1,NA,high,high,NA,high,high,high,high,NA,high
743,c28,4,2,NA,high,high,NA,high,high,high,high,NA,high
744,c28,4,3,NA,high,high,NA,high,high,high,high,NA,high
745,c28,5,1,NA,high,high,NA,high,high,high,high,NA,high
746,c28,5,2,NA,high,high,NA,high,high,high,high,NA,high
747,c28,5,3,NA,high,high,NA,high,high,high,high,NA,high
748,c28,6,1,NA,high,high,NA,high,high,high,high,NA,optimum
749,c28,6,2,NA,high,high,NA,high,high,high,high,NA,high
750,c28,6,3,NA,high,high,NA,high,high,high,high,NA,high
751,c28,7,1,NA,high,high,NA,high,high,high,high,NA,high
752,c28,7,2,NA,high,high,NA,high,high,high,high,NA,high
753,c28,7,3,NA,high,high,NA,high,high,high,high,NA,high
754,c28,8,1,NA,high,high,NA,high,high,high,high,NA,high
755,c28,8,2,NA,high,high,NA,high,high,high,high,NA,optimum
756,c28,8,3,NA,high,high,NA,high,high,high,high,NA,optimum
757,c28,9,1,NA,high,high,NA,high,high,high,high,NA,optimum
758,c28,9,2,NA,high,high,NA,high,high,high,high,NA,optimum
759,c28,9,3,NA,high,high,NA,high,high,high,high,NA,high
760,c28,10,1,NA,high,high,NA,high,high,high,high,NA,high
761,c28,10,2,NA,high,high,NA,high,high,high,high,NA,high
762,c28,10,3,NA,high,high,NA,high,high,high,high,NA,high
763,c28,11,1,NA,high,high,NA,high,high,high,high,NA,high
764,c28,11,2,NA,high,high,NA,high,high,high,high,NA,high
765,c28,11,3,NA,high,high,NA,high,high,high,high,NA,high
766,c28,12,1,NA,high,high,NA,high,high,high,high,NA,high
767,c28,12,2,NA,high,high,NA,high,high,high,high,NA,high
768,c28,12,3,NA,high,high,NA,high,high,high,high,NA,high
769,c28,13,1,NA,high,high,NA,high,high,high,high,NA,high
770,c28,13,2,NA,high,high,NA,high,high,high,high,NA,high
771,c28,13,3,NA,high,high,NA,high,high,high,high,NA,high
772,c28,14,1,NA,high,high,NA,high,high,high,high,NA,high
773,c28,14,2,NA,high,high,NA,high,high,high,high,NA,high
774,c28,14,3,NA,high,high,NA,high,high,high,high,NA,high
775,c28,15,1,NA,high,high,NA,high,high,high,high,NA,optimum
776,c28,15,2,NA,high,high,NA,high,high,high,high,NA,optimum
777,c28,15,3,NA,high,high,NA,high,high,high,high,NA,optimum
778,c28,16,1,NA,high,high,NA,high,high,high,high,NA,optimum
779,c28,16,2,NA,high,high,NA,high,high,high,high,NA,optimum
780,c28,16,3,NA,high,high,NA,high,high,high,high,NA,optimum
781,c28,17,1,NA,high,high,NA,high,optimum,high,high,NA,optimum
782,c28,17,2,NA,optimum,high,NA,high,optimum,high,high,NA,optimum
783,c28,17,3,NA,optimum,high,NA,high,optimum,high,high,NA,optimum
784,c28,18,1,NA,high,high,NA,high,high,high,high,NA,optimum
785,c28,18,2,NA,high,high,NA,high,high,high,high,NA,optimum
786,c28,18,3,NA,high,high,NA,high,high,high,high,NA,optimum
787,c28,19,1,NA,high,high,NA,high,high,high,high,NA,optimum
788,c28,19,2,NA,high,high,NA,high,high,high,high,NA,optimum
789,c28,19,3,NA,high,high,NA,high,high,high,high,NA,optimum
