soil,sample,rep,B,Mg,P,S,K,Ca,Mn,Fe,Cu,Zn
c15,15,3,0.0,748.69,1848.73,0.0,677.8,761.92,429.55,6903.36,27.0,16.77
c15,17,1,0.0,730.26,1926.33,0.0,718.43,712.68,468.01,7872.83,25.0,17.25
c15,17,2,0.0,554.34,1833.25,0.0,641.88,673.69,451.1,7522.41,27.0,15.55
c15,18,1,0.0,690.77,1735.7,0.0,680.89,849.67,454.92,7419.97,32.0,17.37
c15,18,2,0.0,656.3,1940.22,0.0,656.84,738.43,465.0,7546.54,30.0,17.4
c15,18,3,0.0,842.37,1878.86,0.0,720.78,745.65,464.72,7483.63,29.0,17.95
c15,19,1,0.0,641.8,1931.55,201.0,712.62,720.96,451.63,7368.12,28.0,16.72
c15,19,2,0.0,615.66,2032.46,0.0,709.09,798.48,459.09,7522.43,28.0,16.71
c15,19,3,0.0,633.65,2036.51,0.0,693.93,740.7,463.16,7465.46,26.0,16.57
c15,20,1,0.0,865.6,1803.83,0.0,635.54,858.55,405.21,7647.43,28.0,15.78
c15,20,2,0.0,863.41,1812.82,0.0,624.95,827.4,399.37,7442.04,29.0,15.91
c15,20,3,0.0,724.04,1926.71,0.0,637.2,864.48,400.39,7707.37,27.0,14.75
c15,21,1,0.0,544.19,1936.07,0.0,592.18,1022.66,405.68,6873.7,27.0,14.28
c15,21,2,0.0,615.64,2035.46,0.0,677.14,793.25,420.35,7268.32,31.0,15.52
c15,21,3,0.0,739.58,1864.84,0.0,1259.26,815.04,398.79,6857.03,25.0,14.83
c15,22,1,0.0,1216.89,1895.58,0.0,1297.02,1242.48,392.31,7994.97,27.0,15.79
c15,22,2,0.0,1132.41,1840.49,0.0,636.22,1105.02,382.5,7720.48,30.0,14.21
c15,22,3,0.0,993.17,1887.96,0.0,630.41,1212.72,390.03,7837.33,24.0,15.33
c15,23,1,0.0,1338.14,1910.6,0.0,647.06,1266.24,400.75,8084.46,26.0,14.57
c15,23,2,0.0,1291.08,1984.46,0.0,602.39,1244.07,398.1,7883.07,27.0,13.81
c15,23,3,0.0,1309.42,1885.28,0.0,598.23,1203.89,392.79,7750.03,20.0,13.98
c15,24,1,0.0,595.99,1969.14,0.0,570.51,811.31,395.0,7692.02,28.0,13.99
c15,24,2,0.0,681.44,1914.18,0.0,672.3,804.7,386.04,7543.35,24.0,13.57
c15,24,3,0.0,634.48,824.4,0.0,1027.87,835.74,361.94,7699.81,29.0,14.37
c15,25,1,0.0,589.79,936.86,0.0,494.04,792.19,355.85,6921.77,23.0,14.41
c15,25,2,0.0,588.64,1060.82,0.0,524.21,701.87,361.36,7006.09,24.0,14.27
c15,25,3,0.0,576.42,1136.52,0.0,526.04,672.24,365.23,7093.96,20.0,14.34
c15,26,1,0.0,731.2,1322.65,0.0,607.52,671.23,418.03,7394.59,22.0,16.67
c15,26,2,0.0,578.81,1324.26,0.0,593.93,659.96,401.01,7154.87,25.0,15.42
c15,26,3,0.0,881.01,1359.32,0.0,1148.62,745.99,411.46,7310.22,25.0,16.66
c15,27,1,0.0,585.85,1511.92,0.0,654.02,704.79,439.97,7811.09,30.0,16.5
c15,27,2,0.0,677.33,1514.64,0.0,617.34,635.32,443.67,7663.87,26.0,17.22
c15,27,3,0.0,615.82,1627.94,0.0,628.76,659.73,444.32,7724.78,26.0,16.46
c15,28,1,0.0,661.87,1591.3,0.0,618.97,617.24,427.97,6840.73,26.0,15.33
c15,28,2,0.0,580.34,1570.92,0.0,563.29,588.1,423.21,6645.44,29.0,15.16
c15,28,3,0.0,592.33,1608.65,0.0,594.74,627.88,419.18,6783.19,30.0,15.72
c15,29,1,0.0,568.38,1604.38,0.0,594.33,612.69,401.49,7032.9,25.0,15.24
c15,29,2,0.0,550.68,1688.65,0.0,645.57,629.93,407.58,7273.09,26.0,15.1
c15,29,3,0.0,705.57,1745.02,0.0,1257.01,676.96,412.96,7304.7,27.0,16.12
c15,31,1,0.0,686.82,1780.09,0.0,1152.42,696.06,451.75,9341.0,34.0,17.09
c15,31,2,0.0,687.94,1811.68,0.0,723.22,639.81,452.09,9130.2,32.0,17.0
c15,32,1,0.0,690.02,1806.8,0.0,617.11,650.28,457.95,7240.31,25.0,17.59
c15,32,2,0.0,718.24,1879.89,0.0,636.22,694.63,463.86,7372.0,26.5,18.32
c15,32,3,0.0,822.21,1895.08,0.0,667.24,668.9,468.17,7473.69,26.0,18.35
c15,33,1,0.0,855.0,1912.59,0.0,629.78,600.93,461.36,7705.04,26.67,17.97
c15,33,2,0.0,1074.11,1919.51,0.0,707.31,635.39,472.39,8001.99,27.0,19.86
c15,33,3,0.0,988.44,1934.22,0.0,670.24,627.91,463.33,8020.42,28.0,19.25
c15,34,1,0.0,240.07,694.03,0.0,304.83,570.31,370.95,5329.8,30.0,17.64
c15,34,2,0.0,459.76,797.77,0.0,335.01,573.76,381.17,5347.1,27.0,17.84
c15,34,3,0.0,426.85,759.3,0.0,332.03,570.96,370.52,5276.49,26.0,17.33
c15,35,1,0.0,396.89,767.29,0.0,346.54,599.68,353.47,5406.59,28.0,16.81
c15,35,2,0.0,380.58,795.25,0.0,419.3,621.36,361.31,5553.94,28.0,17.13
c15,35,3,0.0,401.14,16.4,0.0,400.04,640.98,379.63,5779.02,28.0,18.52
c15,36,1,0.0,215.9,5.84,0.0,317.06,557.76,321.74,5273.04,26.0,16.89
c15,36,2,0.0,356.26,26.73,0.0,460.53,597.15,347.67,5701.92,26.0,17.56
c15,36,3,0.0,408.25,73.16,0.0,389.31,585.9,356.31,5786.14,21.0,17.65
c15,37,1,0.0,447.52,23.45,0.0,371.44,646.71,343.7,5889.67,29.0,17.48
c15,37,2,0.0,437.29,51.95,0.0,378.37,648.7,345.16,5882.34,24.0,17.43
c15,37,3,0.0,0.0,781.77,0.0,7074.11,681.95,329.5,5990.21,28.0,18.94
c15,38,1,0.0,433.81,157.02,0.0,441.02,644.96,355.61,6047.25,30.0,17.68
c15,38,2,0.0,119.23,47.42,0.0,275.59,584.31,329.05,5606.65,30.0,16.83
c15,38,3,0.0,324.77,106.6,0.0,396.62,654.29,360.97,6123.23,32.0,17.89
c15,39,1,0.0,370.89,144.61,0.0,484.19,637.25,369.62,6340.49,34.0,18.3
c15,40,1,0.0,481.64,16.91,0.0,568.2,758.28,389.72,6767.96,31.0,21.35
c15,40,2,0.0,0.0,679.19,0.0,298.03,781.39,391.89,7049.61,33.0,22.6
c15,41,1,0.0,533.05,109.95,0.0,548.94,718.84,402.74,6304.51,28.0,21.3
c15,41,2,0.0,455.47,65.98,0.0,506.22,704.32,396.53,6206.7,28.0,20.97
c15,41,3,0.0,613.85,161.44,0.0,579.12,729.55,385.25,6235.11,31.0,20.74
c15,42,1,0.0,364.0,639.04,0.0,400.42,770.51,336.1,6390.23,25.0,18.67
c15,42,2,0.0,625.67,59.4,0.0,433.52,753.9,322.72,6078.82,26.0,18.38
c15,42,3,0.0,556.11,33.68,0.0,429.23,767.57,332.27,6281.09,26.0,18.91
c15,43,1,0.0,496.51,846.37,0.0,674.36,880.16,335.16,6191.71,22.0,19.7
c15,43,2,0.0,562.12,13.1,0.0,433.18,798.23,318.52,5782.49,28.0,18.53
c15,43,3,0.0,379.02,768.68,0.0,386.26,834.14,326.29,6064.94,25.0,19.61
c15,44,1,0.0,726.5,488.44,0.0,495.05,994.05,307.09,6262.24,26.0,18.77
c15,44,2,0.0,529.1,669.15,0.0,438.6,984.2,305.74,6216.59,30.0,18.74
c15,44,3,0.0,643.49,757.33,0.0,450.36,981.69,296.74,6017.78,26.0,18.53
c21,1,1,0.0,552.89,331.16,0.0,507.77,707.99,278.3,4884.08,22.0,14.85
c21,1,2,0.0,635.5,359.55,213.0,545.45,715.45,278.7,4875.53,24.0,14.38
c21,1,3,0.0,524.53,431.43,0.0,533.48,747.99,283.08,4918.22,21.0,14.88
c21,2,1,0.0,348.38,426.06,277.0,596.26,637.31,250.8,5140.73,26.0,13.59
c21,2,2,0.0,381.52,405.95,0.0,621.12,623.73,251.93,5128.91,22.0,13.22
c21,2,3,0.0,307.75,466.17,0.0,600.08,644.11,263.77,5332.45,24.0,13.63
c21,3,1,0.0,379.51,407.5,250.0,587.36,634.94,239.41,5057.56,27.0,12.12
c21,3,2,0.0,452.93,408.78,0.0,557.82,628.17,238.32,4945.4,24.0,12.03
c21,3,3,0.0,0.0,688.36,244.0,8951.8,138.89,49.94,1123.74,23.0,23.0
c21,4,1,0.0,564.53,478.83,0.0,571.69,632.24,246.91,5541.06,24.0,12.24
c21,4,2,0.0,588.33,531.59,232.0,567.83,627.65,252.38,5620.18,27.0,12.26
c21,4,3,0.0,453.62,516.0,302.0,544.64,632.9,244.48,5503.68,25.0,11.67
c21,5,1,0.0,453.7,902.35,0.0,715.91,925.75,398.53,7779.78,23.0,18.39
c21,5,2,0.0,0.0,784.39,246.0,8105.1,150.59,61.03,1272.16,27.0,20.0
c21,5,3,0.0,312.87,644.27,0.0,450.52,662.1,288.77,5602.88,22.0,13.06
c21,6,1,0.0,319.9,434.37,0.0,471.29,649.12,300.16,5482.06,27.0,13.51
c21,6,2,0.0,572.8,486.64,0.0,689.23,667.06,305.82,5388.74,26.0,14.43
c21,6,3,0.0,250.15,351.75,0.0,442.62,629.18,286.13,5145.37,22.0,12.76
c21,7,1,0.0,295.89,270.65,0.0,507.93,628.18,284.09,5488.73,25.0,13.76
c21,7,2,0.0,405.51,300.46,0.0,548.16,613.53,290.43,5558.91,23.0,13.78
c21,7,3,0.0,293.91,295.48,0.0,859.35,666.65,291.67,5681.53,25.0,14.5
c21,8,1,0.0,367.51,529.52,0.0,378.76,658.24,312.43,5051.56,22.0,14.03
c21,8,2,0.0,360.05,629.39,0.0,391.83,679.4,327.4,5369.11,23.0,14.74
c21,8,3,0.0,305.28,487.93,207.0,414.0,645.58,303.7,4992.6,24.0,13.59
c21,9,1,0.0,333.14,699.92,0.0,523.02,795.76,323.39,6233.89,24.0,14.52
c21,9,2,0.0,517.42,350.16,176.0,558.77,801.51,346.19,6266.38,24.0,15.74
c21,9,3,0.0,593.98,437.24,0.0,692.73,806.62,346.81,6232.04,30.0,15.97
c21,10,1,0.0,354.74,284.52,0.0,498.19,711.6,323.41,5409.81,24.0,14.16
c21,10,2,0.0,504.48,318.82,0.0,533.65,690.89,320.62,5316.2,26.0,14.69
c21,10,3,0.0,436.57,360.84,0.0,476.31,680.55,312.63,5201.6,24.0,14.36
c21,11,1,0.0,465.77,307.99,0.0,459.85,853.39,303.68,5499.62,26.0,14.45
c21,11,2,0.0,422.72,288.04,0.0,450.66,860.84,301.37,5546.09,22.0,14.35
c21,11,3,0.0,535.78,316.1,334.0,786.84,882.62,295.02,5539.68,24.0,14.68
c21,12,1,0.0,379.93,221.25,0.0,476.07,938.75,275.69,6048.35,27.0,14.82
c21,12,2,0.0,482.45,374.32,0.0,487.24,920.15,281.98,5983.17,25.0,15.21
c21,12,3,0.0,359.33,357.79,0.0,490.07,914.68,279.89,5940.71,28.0,14.65
c21,13,1,0.0,409.28,288.19,237.0,821.18,909.43,283.64,5307.55,25.0,15.14
c21,13,2,0.0,406.86,266.5,0.0,457.62,863.75,280.06,5216.98,24.0,14.67
c21,13,3,0.0,343.23,259.65,262.0,427.4,858.62,278.6,5183.63,24.0,14.81
c21,14,1,0.0,275.1,179.35,0.0,480.36,742.85,294.89,6564.73,23.0,13.81
c21,14,2,0.0,370.42,246.05,236.0,516.17,767.62,302.43,6832.35,22.0,14.69
c21,14,3,0.0,319.79,181.92,202.0,531.34,753.18,293.46,6706.11,22.0,14.07
c21,15,1,0.0,422.72,231.83,205.0,564.48,876.73,307.07,5986.71,24.0,18.92
c21,15,2,0.0,449.34,280.19,215.0,610.34,902.86,317.36,6208.99,26.0,19.35
c21,15,3,0.0,825.85,850.57,196.83,984.04,937.63,299.8,6239.42,22.0,19.5
c21,16,1,0.0,881.08,777.39,32.5,936.41,750.34,288.1,5969.22,21.0,14.79
c21,17,1,0.0,819.73,841.39,158.87,905.74,1111.2,288.82,6111.34,28.0,13.9
c21,17,2,0.0,800.5,887.63,161.44,652.57,1082.53,290.8,6153.36,27.0,14.03
c21,17,3,0.0,814.99,812.64,173.82,644.5,1063.05,298.8,6126.03,23.0,14.71
c21,18,1,0.0,977.59,870.9,24.38,660.0,800.8,284.65,5972.84,22.0,13.5
c21,18,2,0.0,967.15,797.89,32.45,654.42,787.63,282.08,5856.12,24.0,13.92
c21,18,3,0.0,980.47,810.72,38.6,659.34,788.91,290.24,5953.95,23.0,14.61
c21,19,1,0.0,886.31,925.3,28.77,762.21,764.49,310.01,8600.79,25.0,15.16
c21,19,2,0.0,800.53,841.65,19.68,673.18,704.08,281.58,7852.81,22.0,13.54
c21,19,3,0.0,819.53,795.27,30.16,694.51,702.2,286.39,7942.06,23.0,14.3
c21,20,1,0.0,830.34,822.5,14.17,645.69,641.57,261.43,5739.77,20.0,12.18
c21,20,2,0.0,819.99,841.99,14.49,645.97,646.18,263.95,5772.63,23.0,12.37
c21,20,3,0.0,817.46,801.44,18.61,655.05,632.74,258.65,5672.42,23.0,12.53
c21,21,1,0.0,365.18,12.85,216.0,570.0,691.29,247.52,5551.35,20.0,13.93
c21,21,2,0.0,386.62,26.48,0.0,503.4,672.84,245.71,5510.75,23.0,13.67
c21,21,3,0.0,385.76,24.37,0.0,543.38,682.24,240.67,5365.3,25.0,13.75
c21,22,1,0.0,626.84,59.21,0.0,721.91,833.12,279.81,8789.3,22.67,16.21
c21,22,2,0.0,520.1,20.99,0.0,657.74,808.61,271.03,8550.1,25.0,15.66
c21,22,3,0.0,491.77,834.15,0.0,650.39,789.51,259.34,8237.36,22.0,14.96
c21,23,1,0.0,555.39,759.51,0.0,448.35,823.44,253.87,5486.02,26.0,15.13
c21,23,2,0.0,652.31,56.96,194.0,414.53,802.42,258.07,5446.51,19.0,15.65
c21,23,3,0.0,605.39,46.65,0.0,401.64,789.05,256.64,5431.21,25.0,14.98
c21,24,1,0.0,435.67,925.38,176.0,1241.61,777.82,276.18,5143.1,27.0,15.94
c21,24,2,0.0,532.84,30.18,0.0,472.84,742.3,280.14,5192.45,25.0,15.6
c21,24,3,0.0,791.33,204.4,0.0,585.68,807.87,305.99,5658.92,23.0,18.38
c21,25,1,0.0,0.0,796.18,0.0,640.87,805.62,265.05,7694.24,27.0,20.63
c21,25,2,0.0,121.83,752.09,0.0,624.24,776.58,264.83,7488.83,24.0,21.08
c21,25,3,0.0,0.0,804.03,0.0,582.48,771.0,263.15,7477.72,24.0,20.64
c21,26,1,0.0,0.0,741.18,0.0,460.79,702.04,228.83,5153.85,25.0,27.89
c21,26,2,0.0,0.0,766.49,0.0,470.91,702.32,228.15,5198.72,24.0,27.68
c21,26,3,0.0,0.0,790.5,0.0,434.11,681.54,224.52,5036.73,23.0,27.28
c21,27,1,0.0,0.0,666.54,0.0,440.69,880.18,232.17,5894.79,21.0,16.11
c21,27,2,0.0,0.0,945.46,0.0,415.6,871.7,231.82,5852.47,24.0,16.5
c21,27,3,0.0,0.0,759.95,190.0,387.29,849.98,230.79,5855.2,29.0,15.58
c21,28,1,0.0,175.92,903.99,269.0,275.01,878.83,230.79,5023.22,21.0,13.94
c21,28,2,0.0,61.56,961.17,286.0,237.68,879.62,228.55,5072.93,24.0,13.3
c21,28,3,0.0,48.34,905.3,247.0,222.76,896.63,231.37,5088.63,24.0,13.51
c21,29,1,0.0,0.0,896.13,289.0,291.4,851.71,289.43,6233.36,22.0,15.57
c21,29,2,0.0,0.0,938.91,189.0,374.12,815.92,278.78,6029.25,25.0,15.0
c21,29,3,0.0,0.0,841.57,252.0,537.66,819.26,280.09,6070.05,23.0,14.88
c21,30,1,0.0,0.0,745.54,0.0,303.22,611.91,284.85,5167.26,17.0,15.1
c21,30,2,0.0,0.0,758.64,0.0,311.41,605.82,281.55,5073.64,20.0,15.97
c21,30,3,0.0,0.0,754.71,0.0,316.35,621.77,290.11,5197.06,26.0,14.95
c21,31,1,0.0,0.0,566.58,0.0,376.48,681.23,324.54,6399.3,23.0,17.28
c21,31,2,0.0,0.0,757.76,0.0,529.93,737.27,322.7,6392.01,23.0,17.37
c21,31,3,0.0,66.05,65.61,0.0,450.62,686.34,327.12,6339.85,24.0,17.75
c21,32,1,0.0,0.0,637.29,0.0,409.6,701.38,322.39,6149.33,26.0,17.19
c21,32,2,0.0,0.0,741.61,188.0,395.16,698.4,322.39,6086.06,21.0,17.4
c21,32,3,0.0,0.0,724.92,211.0,459.66,727.42,328.51,6243.87,23.0,17.56
c21,33,1,0.0,47.35,701.89,0.0,465.08,655.39,330.28,6511.28,27.0,18.17
c21,33,2,0.0,0.0,682.69,177.0,439.11,640.65,332.29,6383.9,23.0,17.35
c21,33,3,0.0,0.0,807.53,217.0,434.33,651.37,331.76,6390.45,21.0,16.93
c21,34,1,0.0,0.0,705.82,0.0,418.43,603.01,308.48,5238.39,25.0,17.82
c21,34,2,0.0,0.0,657.37,187.0,412.55,634.47,319.34,5466.39,23.0,18.44
c21,34,3,0.0,0.0,627.69,0.0,460.12,632.56,311.7,5403.36,24.0,18.18
c21,35,1,0.0,0.0,769.55,0.0,423.93,677.37,317.32,6339.21,21.0,17.01
c21,35,2,0.0,0.0,580.55,206.0,436.16,677.76,310.14,6284.78,25.0,17.2
c21,35,3,0.0,0.0,715.86,208.0,530.82,653.61,309.41,6174.26,26.0,17.24
c21,36,1,0.0,0.0,654.75,459.0,375.53,649.83,291.89,6197.59,25.0,17.75
c21,36,2,0.0,0.0,721.53,497.0,571.47,710.02,297.39,6354.52,24.0,17.4
c21,36,3,0.0,0.0,675.7,446.0,368.81,649.67,290.14,6167.68,21.0,17.92
c21,37,1,0.0,0.0,690.11,186.0,735.47,739.04,331.16,7890.49,22.0,19.6
c21,37,2,0.0,0.0,720.23,240.0,607.91,665.92,310.0,7322.86,22.0,18.07
c21,37,3,0.0,0.0,711.06,0.0,641.96,637.87,299.15,7052.47,23.0,17.62
c21,38,1,0.0,0.0,796.18,193.0,674.08,678.25,298.33,5744.71,22.0,16.54
c21,38,2,0.0,0.0,791.37,230.0,323.92,632.28,298.39,5673.72,23.0,16.39
c21,38,3,0.0,0.0,782.21,0.0,313.15,644.45,299.06,5739.55,28.0,16.68
c21,39,1,0.0,0.0,727.06,209.0,266.38,680.52,313.59,6275.38,21.67,16.4
c21,39,2,0.0,1.96,715.42,220.0,318.73,665.52,318.27,6266.93,23.0,16.96
c21,39,3,0.0,77.46,721.1,304.0,393.89,698.12,323.04,6444.36,24.0,17.25
c21,40,1,0.0,0.0,647.77,0.0,243.39,652.87,251.39,5063.87,23.0,14.63
c21,40,2,0.0,0.0,648.2,0.0,236.47,640.9,249.85,4936.86,27.0,14.82
c21,40,3,0.0,0.0,681.38,0.0,273.27,662.59,258.19,5092.09,23.0,15.05
c21,41,1,0.0,286.04,315.0,169.0,475.23,657.1,241.46,5200.95,20.0,15.16
c21,41,2,0.0,498.81,481.56,0.0,528.43,675.9,260.18,5454.74,28.0,16.43
c21,41,3,0.0,474.63,470.29,0.0,532.18,663.09,254.79,5432.54,23.0,16.09
c21,42,1,0.0,351.44,377.83,0.0,530.67,674.36,293.27,4804.08,23.0,16.96
c21,42,2,0.0,411.99,418.81,0.0,549.59,684.81,301.36,4889.19,22.0,17.34
c21,42,3,0.0,335.68,381.09,185.0,529.81,676.87,294.8,4846.1,26.0,16.67
c21,43,1,0.0,508.94,564.71,0.0,618.78,657.53,301.42,6535.9,25.0,17.37
c21,43,2,0.0,388.25,523.29,0.0,592.87,652.5,295.15,6446.65,22.0,16.93
c21,43,3,0.0,422.3,566.85,0.0,597.86,669.84,300.31,6579.84,22.0,17.31
c21,44,1,0.0,384.93,439.95,0.0,545.31,652.94,270.35,6121.56,22.0,14.9
c21,44,2,0.0,296.89,476.69,205.0,502.2,660.0,274.25,6258.68,22.0,15.03
c21,44,3,0.0,375.72,491.79,0.0,519.43,650.67,273.31,6186.51,22.0,15.16
c21,45,1,0.0,292.68,596.28,0.0,410.68,618.06,224.18,5443.63,23.0,12.77
c21,45,2,0.0,279.63,612.59,0.0,443.93,636.81,223.58,5487.19,25.0,12.64
c21,45,3,0.0,264.18,549.89,0.0,389.85,571.45,199.3,4900.71,24.0,11.45
c21,46,1,0.0,495.17,547.44,0.0,787.45,595.15,283.12,7379.48,24.0,18.14
c21,46,2,0.0,510.85,545.26,235.0,825.91,645.5,310.9,8043.19,23.0,19.58
c21,46,3,0.0,436.76,547.48,0.0,768.3,637.06,305.85,7887.13,29.0,18.69
c21,47,1,0.0,435.08,563.42,0.0,714.39,566.34,248.21,5785.58,25.0,16.11
c21,47,2,0.0,524.66,601.21,207.0,739.6,561.44,247.92,5724.47,24.0,15.94
c21,47,3,0.0,433.52,660.8,0.0,712.08,588.96,258.13,5939.95,21.0,17.29
c21,48,1,0.0,772.28,710.59,240.0,814.85,790.72,259.08,5995.84,23.0,17.9
c21,48,2,0.0,642.01,700.05,257.0,790.61,816.2,261.11,6135.0,25.0,17.52
c21,48,3,29.01,780.62,745.17,229.0,1015.2,811.13,260.4,6054.49,21.0,17.81
c28,1,1,0.0,527.21,733.51,0.0,644.19,644.26,456.79,6548.76,22.0,22.62
c28,1,2,0.0,593.42,653.76,0.0,665.89,641.23,452.42,6398.31,23.0,22.49
c28,1,3,0.0,419.1,610.42,0.0,620.62,631.21,448.56,6324.46,20.0,21.82
c28,2,1,0.0,582.09,661.66,0.0,654.98,675.53,459.15,6385.66,21.0,22.27
c28,2,2,0.0,651.8,648.77,0.0,704.87,680.04,448.04,6252.04,20.0,21.94
c28,2,3,0.0,491.1,754.9,0.0,833.89,684.33,402.46,6178.21,26.0,22.02
c28,3,1,0.0,467.44,829.83,0.0,607.24,669.6,392.38,5870.36,20.0,21.78
c28,3,2,0.0,664.57,902.43,0.0,695.5,734.36,428.3,6368.13,25.0,23.68
c28,3,3,0.0,671.94,971.62,0.0,681.29,755.27,434.24,6521.64,28.0,24.9
c28,4,1,0.0,555.39,1006.78,0.0,647.36,779.62,428.74,6559.38,24.0,22.41
c28,4,2,0.0,566.25,1071.69,0.0,636.34,763.24,431.84,6471.63,26.0,22.76
c28,4,3,0.0,699.29,1130.87,0.0,668.28,774.48,436.79,6633.51,25.0,23.26
c28,5,1,0.0,627.84,1143.83,0.0,717.77,807.01,377.65,6351.71,25.0,21.35
c28,5,2,0.0,646.87,1162.95,0.0,667.78,824.9,378.5,6316.55,26.0,21.68
c28,5,3,0.0,660.54,1270.2,0.0,726.45,836.4,390.61,6593.83,25.0,22.26
c28,6,1,0.0,474.25,1369.18,0.0,678.12,611.73,340.2,6177.78,20.0,19.89
c28,6,2,0.0,629.32,1393.02,0.0,740.05,627.14,342.6,6181.61,23.0,20.45
c28,6,3,0.0,584.06,1397.81,0.0,767.6,631.3,340.87,6212.98,19.0,20.04
c28,7,1,0.0,603.84,1513.61,0.0,567.63,679.09,330.15,6459.6,23.0,24.08
c28,7,2,0.0,550.11,1457.93,0.0,495.44,635.72,321.0,6182.51,24.0,20.05
c28,7,3,0.0,599.56,1450.18,0.0,654.47,660.13,322.23,6216.9,26.0,20.37
c28,8,1,0.0,590.98,1485.32,0.0,579.32,664.04,312.55,6416.79,27.0,20.04
c28,8,2,0.0,588.0,625.42,0.0,529.12,605.72,295.68,5932.41,22.0,19.19
c28,8,3,0.0,565.62,650.84,0.0,858.94,701.55,300.5,6169.28,24.0,19.92
c28,9,1,0.0,613.64,550.7,0.0,847.15,632.14,296.22,6017.27,28.0,19.45
c28,9,2,0.0,525.93,559.38,183.0,518.1,606.71,295.99,5926.05,28.0,19.2
c28,9,3,0.0,705.86,762.19,190.0,619.49,665.93,323.26,6664.4,27.0,21.64
c28,10,1,0.0,571.7,689.17,241.0,550.14,613.96,329.19,6373.25,25.0,22.35
c28,10,2,0.0,551.15,680.77,214.0,524.52,616.58,322.66,6311.82,20.0,21.65
c28,10,3,0.0,681.27,675.46,297.0,557.84,614.79,324.78,6264.11,25.0,21.08
c28,11,1,0.0,785.37,877.61,477.0,672.47,651.66,370.24,6073.3,22.0,24.21
c28,11,2,0.0,614.5,937.89,420.0,575.18,662.18,358.03,5895.84,26.0,24.03
c28,11,3,0.0,687.19,898.96,488.0,636.94,644.21,368.89,6075.36,27.0,24.27
c28,12,1,0.0,880.19,913.44,467.0,590.27,800.68,357.89,6011.94,22.0,23.7
c28,12,2,0.0,732.65,879.74,433.0,574.99,800.7,354.44,5932.38,25.0,23.39
c28,12,3,0.0,809.83,936.77,521.0,557.21,805.59,360.87,5994.0,22.0,23.58
c28,13,1,0.0,508.1,1029.61,554.0,554.03,671.7,322.52,6039.45,22.0,21.46
c28,13,2,0.0,441.09,975.02,487.0,708.56,686.62,313.75,5912.16,24.0,20.89
c28,13,3,0.0,466.56,934.05,431.0,549.14,659.94,303.08,5827.38,21.0,20.64
c28,14,1,0.0,481.72,1143.35,0.0,568.91,666.95,319.28,5688.15,28.0,20.93
c28,14,2,0.0,564.8,1041.87,0.0,562.05,648.02,320.61,5599.11,31.0,21.46
c28,14,3,0.0,407.7,1215.95,0.0,502.19,661.73,316.33,5674.28,29.0,20.95
c28,15,1,0.0,414.49,1276.35,376.0,472.53,623.67,292.32,5311.12,28.0,18.89
c28,15,2,0.0,418.16,1307.77,325.0,461.75,634.31,305.01,5433.36,24.0,19.59
c28,15,3,0.0,439.99,1359.08,381.0,577.66,661.52,296.62,5399.53,28.0,19.63
c28,16,1,0.0,477.32,1267.79,0.0,510.95,631.12,272.16,5300.63,25.0,17.89
c28,16,2,0.0,313.51,1401.14,0.0,387.53,624.88,275.75,5343.33,31.0,17.47
c28,16,3,0.0,419.64,1328.44,0.0,380.58,606.33,271.38,5205.75,26.0,17.34
c28,17,1,0.0,265.16,1394.93,263.0,403.7,581.1,269.97,5364.29,23.0,16.68
c28,17,2,0.0,224.94,1442.09,332.0,364.09,579.39,272.12,5373.68,24.0,16.62
c28,17,3,0.0,237.74,1479.58,393.0,327.15,569.83,271.14,5297.03,28.0,16.89
c28,18,1,0.0,473.15,1566.27,0.0,485.01,615.52,288.98,5429.29,24.0,17.69
c28,18,2,0.0,488.77,1529.99,0.0,486.19,612.38,286.13,5350.72,27.0,17.46
c28,18,3,0.0,447.4,1571.24,0.0,434.23,611.24,288.83,5353.28,25.0,17.19
c28,19,1,0.0,507.54,1643.29,0.0,535.02,642.96,314.32,5352.57,21.0,18.78
c28,19,2,0.0,374.68,1698.38,223.0,453.04,644.39,315.06,5375.89,27.0,18.74
c28,19,3,0.0,304.73,1721.79,200.0,441.16,635.62,310.12,5305.12,23.0,18.26
